Name,Interceptions,Penalty committed,Errors lead to goal,Dribbled past,Total passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Aerial duels won %,Total duels won %,Appearances,Age Range,Position,League,Level,Goals,Headed goals,Tackles,Clearances,Big chances created,Accurate final third passes,Fouls,Successful dribbles %,Total shots,Set piece conversion %,Assists,Was fouled,Big chances missed
Bryan Rodriguez,0.17,,,,,0.8214,,,,,,,,0.0,0.4375,12.0,3.0,4.0,Ecuador Serie A,3.0,0.08,0.08,,,0.08,,,0.5556,0.67,0.0,0.0,0.83,0.0
Renny Sinisterra,0.29,,,,,0.6690999999999999,,,,,,,,0.6154,0.4247999999999999,28.0,2.0,4.0,Ecuador Serie A,3.0,0.25,0.07,,,0.04,,,0.4090999999999999,1.11,0.0,0.04,0.79,0.0
Agustin Maziero,0.1,,,,,0.6825,,,,,,,,0.3669,0.3692,30.0,2.0,4.0,Ecuador Serie A,3.0,0.2,0.07,,,0.03,,,0.4074,1.7,0.0,0.07,0.63,0.13
Jefferson Caicedo,0.42,,,,,0.6579,,,,,,,,0.3889,0.5318999999999999,19.0,2.0,4.0,Ecuador Serie A,3.0,0.16,0.0,,,0.05,,,0.5,0.74,0.0,0.05,1.37,0.05
Wilter Ayovi,0.14,,,,,0.6954,,,,,,,,0.3077,0.5195000000000001,14.0,2.0,4.0,Ecuador Serie A,3.0,0.07,0.0,,,0.0,,,0.7333,1.57,0.0,0.0,1.29,0.14
Marcelo Moreno,0.2,,,,,0.7752,,,,,,,,0.3333,0.3443,20.0,3.0,4.0,Ecuador Serie A,3.0,0.2,0.1,,,0.1,,,0.75,1.8,0.0,0.0,0.2,0.25
Yilmar Filigrana,0.0,,,,,0.6466,,,,,,,,0.4324,0.4179,14.0,3.0,4.0,Ecuador Serie A,3.0,0.0,0.0,,,0.29,,,0.5556,1.21,0.0,0.07,0.36,0.07
Enzo López,0.15,,,,,0.6595,,,,,,,,0.413,0.3928999999999999,26.0,2.0,4.0,Ecuador Serie A,3.0,0.15,0.0,,,0.0,,,1.0,0.88,0.0,0.04,0.27,0.12
Diego Hurtado,0.0,,,,,0.7674,,,,,,,,0.4667,0.5667,14.0,2.0,4.0,Ecuador Serie A,3.0,0.07,0.07,,,0.0,,,1.0,0.36,0.0,0.0,0.43,0.07
Cristian Martínez,0.04,,,,,0.8164,,,,,,,,0.2917,0.3193,26.0,3.0,4.0,Ecuador Serie A,3.0,0.12,0.08,,,0.08,,,0.3157999999999999,0.92,0.0,0.12,0.46,0.04
Rodrigo Rivas González,0.04,,,,,0.7526999999999999,,,,,,,,0.4167,0.3542,23.0,2.0,4.0,Ecuador Serie A,3.0,0.13,0.04,,,0.13,,,0.3529,1.52,0.0,0.09,0.87,0.17
Erick Castillo,0.0,,,,,0.7556999999999999,,,,,,,,0.35,0.4602,23.0,2.0,4.0,Ecuador Serie A,3.0,0.13,0.0,,,0.04,,,0.5832999999999999,1.57,0.0,0.0,0.57,0.17
Diego Ávila,0.0,,,,,0.7193,,,,,,,,0.375,0.2973,14.0,2.0,4.0,Ecuador Serie A,3.0,0.14,0.07,,,0.0,,,0.0,1.0,0.0,0.0,0.29,0.07
Dany Coronel,0.16,,,,,0.738,,,,,,,,0.283,0.3485,25.0,1.0,4.0,Ecuador Serie A,3.0,0.12,0.0,,,0.0,,,0.2857,1.28,0.0,0.0,0.8,0.2
Jhon Sánchez,0.27,,,,,0.7659999999999999,,,,,,,,0.25,0.4,22.0,1.0,4.0,Ecuador Serie A,3.0,0.09,0.0,,,0.09,,,0.625,1.0,0.0,0.14,0.59,0.09
Jonathan Bauman,0.04,,,,,0.6962,,,,,,,,0.4118,0.5714,25.0,3.0,4.0,Ecuador Serie A,3.0,0.08,0.04,,,0.0,,,0.5714,0.72,0.0,0.04,1.08,0.12
Jostin Alman,0.14,,,,,0.7273000000000001,,,,,,,,0.4,0.3958,21.0,2.0,4.0,Ecuador Serie A,3.0,0.14,0.0,,,0.14,,,0.2105,1.38,0.0,0.0,1.29,0.33
Juan Diego Rojas Caicedo,0.13,,,,,0.7768999999999999,,,,,,,,0.5,0.493,16.0,2.0,4.0,Ecuador Serie A,3.0,0.06,0.0,,,0.0,,,0.6,0.81,0.0,0.0,1.0,0.0
Gustavo Asprilla,0.1,,,,,0.6617000000000001,,,,,,,,0.2982,0.3629,20.0,2.0,4.0,Ecuador Serie A,3.0,0.1,0.0,,,0.15,,,0.2380999999999999,1.55,0.0,0.15,0.95,0.3
Roberto Ordóñez,0.07,,,,,0.7288,,,,,,,,0.4545,0.4681,15.0,3.0,4.0,Ecuador Serie A,3.0,0.07,0.07,,,0.0,,,0.5,0.87,0.0,0.0,0.47,0.33
Ignacio Valsagiácomo,0.07,,,,,0.7625,,,,,,,,0.2307999999999999,0.3571,15.0,2.0,4.0,Ecuador Serie A,3.0,0.0,0.0,,,0.0,,,0.6,0.33,0.0,0.0,0.33,0.0
Walter Chalá,0.25,,,,,0.8332999999999999,,,,,,,,0.3333,0.4515999999999999,12.0,3.0,4.0,Ecuador Serie A,3.0,0.0,0.0,,,0.08,,,0.2857,0.58,0.0,0.08,0.75,0.08
Santiago Ramirez,0.18,,,,,0.7809999999999999,,,,,,,,0.2,0.4839,11.0,2.0,4.0,Ecuador Serie A,3.0,0.0,0.0,,,0.0,,,0.4614999999999999,0.64,0.0,0.0,1.45,0.09
Brayan Angulo,0.21,,,,,0.7179000000000001,,,,,,,,0.3333,0.5227,14.0,2.0,4.0,Ecuador Serie A,3.0,0.0,0.0,,,0.0,,,0.5,0.79,0.0,0.0,0.86,0.29
Ruyery Blanco,0.0,,,,,0.8095,,,,,,,,0.4286,0.16,11.0,2.0,4.0,Ecuador Serie A,3.0,0.0,0.0,,,0.09,,,0.0,0.45,0.0,0.0,0.0,0.09
Jaime Ortiz,0.09,,,,,0.6222,,,,,,,,0.2,0.2221999999999999,11.0,1.0,4.0,Ecuador Serie A,3.0,0.0,0.0,,,0.0,,,1.0,0.45,0.0,0.0,0.45,0.09
Lucas Zelarayán,0.52,,,,,0.7887000000000001,,,,,,,,0.3333,0.5265,29.0,3.0,4.0,EEUU MLS,4.0,0.34,0.0,,,0.41,,,0.5548,2.93,0.31,0.24,2.69,0.03
Hany Mukhtar,0.18,,,,,0.7948000000000001,,,,,,,,0.3636,0.4321,34.0,2.0,4.0,EEUU MLS,4.0,0.68,0.09,,,0.26,,,0.4118,3.74,0.18,0.21,2.15,0.41
Lorenzo Insigne,0.82,,,,,0.8096,,,,,,,,0.5,0.4634,11.0,3.0,4.0,EEUU MLS,4.0,0.55,0.0,,,0.45,,,0.4614999999999999,4.45,0.0,0.18,0.91,0.45
Federico Bernardeschi,0.0,,,,,0.725,,,,,,,,0.3333,0.4476,13.0,2.0,4.0,EEUU MLS,4.0,0.62,0.0,,,0.31,,,0.4828,3.08,0.0,0.15,1.54,0.15
Cucho Hernández,0.06,,,,,0.7206,,,,,,,,0.375,0.4476,16.0,1.0,4.0,EEUU MLS,4.0,0.56,0.19,,,0.06,,,0.5,5.5,0.0,0.13,1.5,0.19
Valentin Castellanos,0.35,,,,,0.6423000000000001,,,,,,,,0.4947999999999999,0.411,17.0,2.0,4.0,EEUU MLS,4.0,0.76,0.06,,,0.35,,,0.4839,4.76,0.0,0.12,1.18,0.71
Ryan Gauld,0.86,,,,,0.7929999999999999,,,,,,,,0.4167,0.5149,28.0,2.0,4.0,EEUU MLS,4.0,0.29,0.0,,,0.25,,,0.6122,2.68,0.0,0.18,1.32,0.11
Carlos Vela,0.23,,,,,0.7854000000000001,,,,,,,,0.34,0.4311999999999999,35.0,3.0,4.0,EEUU MLS,4.0,0.34,0.0,,,0.34,,,0.4194,2.03,0.0,0.34,1.54,0.2
Luciano Acosta,0.28,,,,,0.736,,,,,,,,0.1429,0.4356,32.0,2.0,4.0,EEUU MLS,4.0,0.34,0.0,,,0.59,,,0.4964,2.09,0.0,0.41,2.06,0.31
Jesús Ferreira,0.46,,,,,0.7605,,,,,,,,0.0857,0.3787,35.0,1.0,4.0,EEUU MLS,4.0,0.51,0.06,,,0.29,,,0.561,2.57,1.14,0.17,0.34,0.4
Diego Rubio,0.3,,,,,0.7209,,,,,,,,0.5588000000000001,0.5616,30.0,2.0,4.0,EEUU MLS,4.0,0.53,0.1,,,0.27,,,0.6522,3.1,0.74,0.17,2.53,0.23
Alan Velasco,0.68,,,,,0.7846,,,,,,,,0.2380999999999999,0.4565999999999999,28.0,1.0,4.0,EEUU MLS,4.0,0.25,0.0,,,0.25,,,0.4299,2.21,0.79,0.18,2.11,0.04
Romell Quioto,0.06,,,,,0.7381,,,,,,,,0.3256,0.4,31.0,3.0,4.0,EEUU MLS,4.0,0.48,0.03,,,0.39,,,0.5536,2.45,0.65,0.16,1.0,0.23
Gustavo Bou,0.42,,,,,0.7047,,,,,,,,0.3333,0.4513,19.0,3.0,4.0,EEUU MLS,4.0,0.42,0.05,,,0.16,,,0.619,3.84,1.75,0.11,0.53,0.42
Brenner,0.13,,,,,0.8402,,,,,,,,0.2791,0.415,31.0,1.0,4.0,EEUU MLS,4.0,0.58,0.03,,,0.1,,,0.4884,2.58,0.0,0.19,0.87,0.39
William Agada,0.08,,,,,0.7807999999999999,,,,,,,,0.375,0.3979999999999999,12.0,1.0,4.0,EEUU MLS,4.0,0.67,0.08,,,0.0,,,0.4286,3.42,0.0,0.17,1.25,0.75
Gonzalo Higuaín,0.0,,,,,0.7811,,,,,,,,0.3928999999999999,0.4247999999999999,29.0,3.0,4.0,EEUU MLS,4.0,0.55,0.0,,,0.28,,,0.5306000000000001,1.83,0.86,0.1,0.72,0.14
Brandon Vazquez,0.06,,,,,0.6698000000000001,,,,,,,,0.4504999999999999,0.4199,35.0,2.0,4.0,EEUU MLS,4.0,0.54,0.17,,,0.2,,,0.3878,2.54,0.0,0.23,1.66,0.4
Taxiarchis Fountas,0.14,,,,,0.7262000000000001,,,,,,,,0.2380999999999999,0.3907,21.0,2.0,4.0,EEUU MLS,4.0,0.57,0.0,,,0.14,,,0.3784,3.81,0.0,0.05,1.19,0.38
Mikael Uhre,0.07,,,,,0.6173,,,,,,,,0.35,0.4537,30.0,2.0,4.0,EEUU MLS,4.0,0.43,0.03,,,0.2,,,0.5667,1.73,0.0,0.13,1.27,0.27
Karol Świderski,0.1,,,,,0.7312000000000001,,,,,,,,0.3732999999999999,0.5073,30.0,2.0,4.0,EEUU MLS,4.0,0.33,0.03,,,0.17,,,0.4821,2.4,0.48,0.13,2.0,0.2
Cristian Arango,0.11,,,,,0.67,,,,,,,,0.4150999999999999,0.4,37.0,2.0,4.0,EEUU MLS,4.0,0.49,0.11,,,0.22,,,0.4805,3.22,0.0,0.11,1.27,0.32
Javier Hernández,0.18,,,,,0.7676000000000001,,,,,,,,0.3704,0.5118,34.0,3.0,4.0,EEUU MLS,4.0,0.53,0.03,,,0.09,,,0.5417000000000001,2.68,0.0,0.06,1.91,0.5
Jeremy Ebobisse,0.06,,,,,0.8223999999999999,,,,,,,,0.4090999999999999,0.43,34.0,2.0,4.0,EEUU MLS,4.0,0.5,0.06,,,0.09,,,0.5714,3.03,0.74,0.06,0.91,0.41
Paul Arriola,0.35,,,,,0.7415,,,,,,,,0.5122,0.4375,34.0,2.0,4.0,EEUU MLS,4.0,0.29,0.0,,,0.41,,,0.3214,1.74,0.0,0.15,0.82,0.24
Darwin Quintero,0.16,,,,,0.7454999999999999,,,,,,,,0.25,0.3981,31.0,3.0,4.0,EEUU MLS,4.0,0.26,0.03,,,0.35,,,0.4772999999999999,1.35,0.0,0.1,0.65,0.03
Julián Carranza,0.32,,,,,0.7368000000000001,,,,,,,,0.4113,0.455,34.0,1.0,4.0,EEUU MLS,4.0,0.44,0.03,,,0.15,,,0.413,2.94,0.0,0.21,2.12,0.53
Talles Magno,0.31,,,,,0.8098000000000001,,,,,,,,0.3529,0.5024000000000001,35.0,1.0,4.0,EEUU MLS,4.0,0.23,0.03,,,0.23,,,0.5726,1.89,0.0,0.23,2.11,0.17
Luis Amarilla,0.09,,,,,0.7304999999999999,,,,,,,,0.3385,0.4448,34.0,2.0,4.0,EEUU MLS,4.0,0.26,0.03,,,0.15,,,0.551,2.24,0.0,0.12,1.06,0.21
Raúl Ruidíaz,0.06,,,,,0.794,,,,,,,,0.4,0.4265,18.0,3.0,4.0,EEUU MLS,4.0,0.5,0.06,,,0.17,,,0.5,2.83,0.0,0.06,1.06,0.28
Alexandre Pato,0.27,,,,,0.7299,,,,,,,,0.4090999999999999,0.4740999999999999,22.0,3.0,4.0,EEUU MLS,4.0,0.14,0.0,,,0.45,,,0.3889,1.82,0.0,0.23,1.18,0.09
Johnny Russell,0.48,,,,,0.7468,,,,,,,,0.5426,0.5127,33.0,3.0,4.0,EEUU MLS,4.0,0.24,0.0,,,0.09,,,0.4694,1.97,0.43,0.03,1.91,0.09
Dániel Sallói,0.45,,,,,0.7635,,,,,,,,0.2173999999999999,0.4213,29.0,2.0,4.0,EEUU MLS,4.0,0.24,0.0,,,0.17,,,0.4588,2.48,0.0,0.1,1.34,0.14
Charles Sapong,0.26,,,,,0.6984999999999999,,,,,,,,0.5522,0.5111,34.0,3.0,4.0,EEUU MLS,4.0,0.15,0.0,,,0.18,,,0.5278,1.56,0.0,0.15,1.56,0.18
Josef Martínez,0.04,,,,,0.8362,,,,,,,,0.3636,0.3973,26.0,2.0,4.0,EEUU MLS,4.0,0.35,0.12,,,0.12,,,0.6667000000000001,1.88,0.0,0.15,0.54,0.19
Gyasi Zardes,0.0,,,,,0.7754000000000001,,,,,,,,0.4296,0.504,33.0,3.0,4.0,EEUU MLS,4.0,0.3,0.0,,,0.15,,,0.64,1.61,0.0,0.06,1.21,0.39
Daniel Rios,0.04,,,,,0.7597,,,,,,,,0.4314,0.4502,27.0,2.0,4.0,EEUU MLS,4.0,0.26,0.07,,,0.11,,,0.5417000000000001,1.41,0.0,0.04,0.89,0.15
Kacper Przybyłko,0.2,,,,,0.7417,,,,,,,,0.5,0.4685,25.0,2.0,4.0,EEUU MLS,4.0,0.2,0.0,,,0.08,,,0.5861999999999999,1.84,0.0,0.04,1.12,0.36
Kei Kamara,0.21,,,,,0.7333,,,,,,,,0.64,0.4961,34.0,3.0,4.0,EEUU MLS,4.0,0.26,0.03,,,0.12,,,0.4722,1.65,0.0,0.21,0.5,0.26
Leonardo Campana,0.08,,,,,0.7948000000000001,,,,,,,,0.3704,0.3440999999999999,26.0,1.0,4.0,EEUU MLS,4.0,0.42,0.12,,,0.12,,,0.3461999999999999,2.08,0.0,0.04,0.62,0.35
Jhon Durán,0.11,,,,,0.7047,,,,,,,,0.4847999999999999,0.4700999999999999,27.0,1.0,4.0,EEUU MLS,4.0,0.3,0.07,,,0.07,,,0.3448,2.22,0.0,0.11,1.81,0.33
Sebastián Ferreira,0.23,,,,,0.7304,,,,,,,,0.3538,0.39,31.0,2.0,4.0,EEUU MLS,4.0,0.42,0.06,,,0.03,,,0.5207999999999999,2.19,0.0,0.1,0.9,0.39
Sergio Córdova,0.15,,,,,0.7172,,,,,,,,0.414,0.4667,34.0,2.0,4.0,EEUU MLS,4.0,0.32,0.09,,,0.06,,,0.4902,1.79,0.0,0.03,1.35,0.41
Yuya Kubo,0.71,,,,,0.8411,,,,,,,,0.5294,0.5266,28.0,2.0,4.0,EEUU MLS,4.0,0.04,0.0,,,0.07,,,0.6047,0.57,0.0,0.04,0.64,0.0
Fredy Montero,0.23,,,,,0.7905,,,,,,,,0.3171,0.4724,26.0,3.0,4.0,EEUU MLS,4.0,0.15,0.04,,,0.08,,,0.5556,1.65,0.0,0.04,1.62,0.23
Kwadwo Opoku,0.22,,,,,0.8398,,,,,,,,0.35,0.4443999999999999,37.0,1.0,4.0,EEUU MLS,4.0,0.22,0.0,,,0.3,,,0.5507,1.62,0.0,0.08,0.76,0.24
Kerwin Calderón Vargas,0.08,,,,,0.8181999999999999,,,,,,,,0.1,0.4746,13.0,1.0,4.0,EEUU MLS,4.0,0.0,0.0,,,0.08,,,0.5,1.31,0.0,0.0,0.92,0.08
Cory Burke,0.03,,,,,0.5698,,,,,,,,0.4965,0.4537,36.0,3.0,4.0,EEUU MLS,4.0,0.22,0.06,,,0.17,,,0.4221999999999999,1.31,0.0,0.11,0.58,0.17
Lucas Cavallini,0.17,,,,,0.7395,,,,,,,,0.5349,0.5,24.0,2.0,4.0,EEUU MLS,4.0,0.38,0.04,,,0.08,,,0.3965999999999999,2.21,0.0,0.04,2.54,0.17
Dejan Joveljić,0.15,,,,,0.7706000000000001,,,,,,,,0.439,0.3604,34.0,1.0,4.0,EEUU MLS,4.0,0.35,0.03,,,0.15,,,0.4,1.03,0.0,0.09,0.21,0.15
Jarosław Niezgoda,0.27,,,,,0.7315,,,,,,,,0.2683,0.3314,30.0,2.0,4.0,EEUU MLS,4.0,0.3,0.07,,,0.13,,,0.4138,1.2,0.0,0.07,0.33,0.2
Jesús Jiménez,0.18,,,,,0.7718,,,,,,,,0.3646999999999999,0.3262,33.0,2.0,4.0,EEUU MLS,4.0,0.27,0.06,,,0.24,,,0.3696,1.61,0.0,0.09,0.48,0.18
Cristián Dájome,0.46,,,,,0.7813,,,,,,,,0.45,0.4794,28.0,2.0,4.0,EEUU MLS,4.0,0.07,0.0,,,0.21,,,0.5246,1.36,0.0,0.14,1.57,0.11
Ercan Kara,0.07,,,,,0.6851999999999999,,,,,,,,0.5053,0.436,30.0,2.0,4.0,EEUU MLS,4.0,0.37,0.1,,,0.1,,,0.35,1.63,0.0,0.1,0.87,0.3
Maximiliano Urruti,0.23,,,,,0.7879,,,,,,,,0.2105,0.4382,35.0,3.0,4.0,EEUU MLS,4.0,0.26,0.03,,,0.06,,,0.6667000000000001,1.66,0.0,0.0,0.8,0.17
Gareth Bale,0.15,,,,,0.8069,,,,,,,,0.5263,0.5714,13.0,3.0,4.0,EEUU MLS,4.0,0.23,0.08,,,0.08,,,0.5556,1.38,0.0,0.0,0.46,0.31
Samuel Grandsir,0.26,,,,,0.8563,,,,,,,,0.3704,0.3914999999999999,35.0,2.0,4.0,EEUU MLS,4.0,0.11,0.0,,,0.2,,,0.5,1.11,0.0,0.17,0.4,0.11
Brian White,0.08,,,,,0.6744,,,,,,,,0.4265,0.3898,26.0,2.0,4.0,EEUU MLS,4.0,0.15,0.08,,,0.12,,,0.2667,1.58,0.0,0.04,0.46,0.19
Sergio Santos,0.05,,,,,0.6321,,,,,,,,0.5161,0.4681,21.0,2.0,4.0,EEUU MLS,4.0,0.05,0.05,,,0.33,,,0.5313,0.95,0.0,0.19,0.86,0.19
Nathan Fogaça,0.18,,,,,0.6862999999999999,,,,,,,,0.3871,0.3134,11.0,1.0,4.0,EEUU MLS,4.0,0.18,0.0,,,0.0,,,0.3333,1.64,0.0,0.0,0.36,0.0
Michael Barrios,0.21,,,,,0.7476,,,,,,,,0.3684,0.4115,34.0,3.0,4.0,EEUU MLS,4.0,0.06,0.0,,,0.24,,,0.4306,1.35,0.0,0.18,0.62,0.18
Moussa Djitté,0.05,,,,,0.7961,,,,,,,,0.3902,0.3786,20.0,1.0,4.0,EEUU MLS,4.0,0.25,0.0,,,0.1,,,0.4211,0.9,0.0,0.1,0.5,0.0
Michael Estrada,0.13,,,,,0.6331,,,,,,,,0.4221999999999999,0.3909,16.0,2.0,4.0,EEUU MLS,4.0,0.25,0.06,,,0.31,,,0.4443999999999999,0.94,0.0,0.19,0.5,0.06
Teal Bunbury,0.33,,,,,0.7158,,,,,,,,0.3389999999999999,0.3211,18.0,3.0,4.0,EEUU MLS,4.0,0.28,0.11,,,0.06,,,0.4286,1.67,0.0,0.0,0.56,0.17
Dairon Asprilla,0.45,,,,,0.7712,,,,,,,,0.4286,0.4069,29.0,3.0,4.0,EEUU MLS,4.0,0.34,0.1,,,0.14,,,0.3333,1.72,0.0,0.07,1.41,0.14
Erik Hurtado,0.0,,,,,0.6881999999999999,,,,,,,,0.3654,0.3586999999999999,14.0,3.0,4.0,EEUU MLS,4.0,0.21,0.0,,,0.07,,,0.5832999999999999,0.86,0.0,0.0,0.36,0.07
Ronaldo Cisneros,0.11,,,,,0.7994,,,,,,,,0.2727,0.2647,28.0,2.0,4.0,EEUU MLS,4.0,0.25,0.0,,,0.04,,,0.35,1.71,0.0,0.04,0.14,0.18
Héber,0.06,,,,,0.7561,,,,,,,,0.2143,0.225,32.0,3.0,4.0,EEUU MLS,4.0,0.31,0.06,,,0.03,,,0.3846,1.41,0.0,0.0,0.16,0.19
Bobby Wood,0.14,,,,,0.7487,,,,,,,,0.4464,0.4507,14.0,3.0,4.0,EEUU MLS,4.0,0.21,0.07,,,0.14,,,0.56,1.86,0.0,0.07,1.36,0.36
Ariel Lassiter,0.23,,,,,0.777,,,,,,,,0.125,0.4063,31.0,2.0,4.0,EEUU MLS,4.0,0.13,0.0,,,0.19,,,0.3333,1.58,0.0,0.13,0.71,0.19
Patryk Klimala,0.03,,,,,0.5268999999999999,,,,,,,,0.2797,0.2937,29.0,2.0,4.0,EEUU MLS,4.0,0.17,0.0,,,0.1,,,0.1818,1.93,0.0,0.1,0.97,0.17
Bryce Duke,0.28,,,,,0.8151,,,,,,,,0.3684,0.4826,29.0,1.0,4.0,EEUU MLS,4.0,0.03,0.0,,,0.07,,,0.4614999999999999,0.52,0.0,0.17,1.34,0.03
Ola Kamara,0.17,,,,,0.7172,,,,,,,,0.3605,0.3908,30.0,3.0,4.0,EEUU MLS,4.0,0.3,0.0,,,0.03,,,0.4167,1.2,0.0,0.03,0.8,0.27
Andre Shinyashiki,0.24,,,,,0.7461,,,,,,,,0.2778,0.3641,29.0,2.0,4.0,EEUU MLS,4.0,0.24,0.07,,,0.03,,,0.3889,1.17,0.0,0.0,0.52,0.14
Jonathan Lewis,0.12,,,,,0.7754000000000001,,,,,,,,0.4231,0.5067,33.0,2.0,4.0,EEUU MLS,4.0,0.15,0.0,,,0.03,,,0.5455,1.73,0.0,0.06,1.18,0.27
Franco Jara,0.03,,,,,0.7448,,,,,,,,0.3478,0.3915999999999999,32.0,3.0,4.0,EEUU MLS,4.0,0.09,0.0,,,0.06,,,0.4286,1.22,0.0,0.03,0.69,0.19
Corey Baird,0.3,,,,,0.7663,,,,,,,,0.3333,0.4188,23.0,2.0,4.0,EEUU MLS,4.0,0.09,0.0,,,0.22,,,0.2380999999999999,0.7,0.0,0.17,0.61,0.09
Benjamin Kikanović,0.17,,,,,0.7601,,,,,,,,0.4219,0.4443999999999999,30.0,1.0,4.0,EEUU MLS,4.0,0.2,0.0,,,0.1,,,0.4634,0.7,0.0,0.1,0.83,0.07
Cameron Harper,0.35,,,,,0.569,,,,,,,,0.381,0.4478,17.0,1.0,4.0,EEUU MLS,4.0,0.12,0.0,,,0.12,,,0.3333,0.76,0.0,0.12,0.94,0.06
Jahkeele Marshall-Rutty,0.76,,,,,0.8839,,,,,,,,0.4375,0.6232,17.0,1.0,4.0,EEUU MLS,4.0,0.0,0.0,,,0.06,,,0.6154,0.24,0.0,0.0,0.82,0.0
Cade Cowell,0.23,,,,,0.8045,,,,,,,,0.2581,0.3762,31.0,1.0,4.0,EEUU MLS,4.0,0.1,0.0,,,0.13,,,0.5526,1.39,0.0,0.1,0.19,0.06
Tosaint Ricketts,0.0,,,,,0.6960999999999999,,,,,,,,0.4583,0.4474,23.0,3.0,4.0,EEUU MLS,4.0,0.17,0.0,,,0.04,,,0.3333,0.48,0.0,0.04,0.26,0.0
Thiago Andrade,0.23,,,,,0.8283,,,,,,,,0.3889,0.4031,35.0,1.0,4.0,EEUU MLS,4.0,0.14,0.0,,,0.09,,,0.4231,0.97,0.0,0.06,0.51,0.17
Tesho Akindele,0.11,,,,,0.7033,,,,,,,,0.5385,0.4553999999999999,28.0,3.0,4.0,EEUU MLS,4.0,0.11,0.04,,,0.04,,,0.2221999999999999,0.79,0.0,0.0,0.14,0.11
Anderson Julio,0.1,,,,,0.7684000000000001,,,,,,,,0.3157999999999999,0.3438,20.0,2.0,4.0,EEUU MLS,4.0,0.15,0.1,,,0.05,,,0.5,1.0,0.0,0.05,0.3,0.2
Jader Obrian,0.22,,,,,0.7139,,,,,,,,0.2,0.4171,32.0,2.0,4.0,EEUU MLS,4.0,0.06,0.0,,,0.13,,,0.5640999999999999,0.75,0.0,0.06,0.59,0.22
Þorleifur Úlfarsson,0.13,,,,,0.7054,,,,,,,,0.3208,0.4359,31.0,1.0,4.0,EEUU MLS,4.0,0.13,0.0,,,0.06,,,0.6,1.23,0.0,0.03,0.48,0.26
Jozy Altidore,0.06,,,,,0.7186,,,,,,,,0.5417000000000001,0.5,17.0,3.0,4.0,EEUU MLS,4.0,0.06,0.06,,,0.0,,,1.0,0.82,0.0,0.0,0.35,0.0
Daniel Musovski,0.16,,,,,0.6591,,,,,,,,0.32,0.4149,19.0,2.0,4.0,EEUU MLS,4.0,0.11,0.0,,,0.11,,,0.4118,0.68,0.0,0.05,0.68,0.21
Ethan Zubak,0.09,,,,,0.8654000000000001,,,,,,,,0.3333,0.3636,11.0,2.0,4.0,EEUU MLS,4.0,0.0,0.0,,,0.0,,,0.4545,0.36,0.0,0.09,0.18,0.0
Khiry Shelton,0.08,,,,,0.7639,,,,,,,,0.4393999999999999,0.4,24.0,2.0,4.0,EEUU MLS,4.0,0.04,0.0,,,0.0,,,0.4828,0.75,0.0,0.04,0.63,0.08
Nigel Robertha,0.12,,,,,0.7834,,,,,,,,0.3333,0.3176,17.0,2.0,4.0,EEUU MLS,4.0,0.06,0.0,,,0.29,,,0.2593,0.59,0.0,0.18,0.53,0.06
Darren Yapi,0.0,,,,,0.6429,,,,,,,,0.6470999999999999,0.4884,11.0,1.0,4.0,EEUU MLS,4.0,0.0,0.0,,,0.0,,,0.4545,0.73,0.0,0.0,0.18,0.0
Kimarni Smith,0.18,,,,,0.7419,,,,,,,,0.4614999999999999,0.4559,17.0,2.0,4.0,EEUU MLS,4.0,0.06,0.0,,,0.0,,,0.5,0.47,0.0,0.06,0.53,0.12
Ifunanyachi Achara,0.27,,,,,0.7972,,,,,,,,0.5,0.4286,15.0,2.0,4.0,EEUU MLS,4.0,0.0,0.0,,,0.07,,,0.1667,0.4,0.0,0.07,0.27,0.07
Deandre Kerr,0.35,,,,,0.769,,,,,,,,0.3779999999999999,0.4529999999999999,26.0,1.0,4.0,EEUU MLS,4.0,0.12,0.04,,,0.04,,,0.4221999999999999,0.85,0.0,0.0,1.42,0.15
Danny Hoesen,0.0,,,,,0.7097,,,,,,,,0.3043,0.2826,15.0,3.0,4.0,EEUU MLS,4.0,0.2,0.07,,,0.0,,,0.625,0.93,0.0,0.0,0.0,0.27
Orrin McKinze Gaines II.,0.17,,,,,0.8023,,,,,,,,0.25,0.3550999999999999,24.0,2.0,4.0,EEUU MLS,4.0,0.04,0.04,,,0.33,,,0.3953,0.63,0.0,0.17,0.63,0.29
Will Bruin,0.08,,,,,0.7870999999999999,,,,,,,,0.3333,0.3547999999999999,24.0,3.0,4.0,EEUU MLS,4.0,0.13,0.08,,,0.0,,,0.375,0.83,0.0,0.0,0.54,0.08
Marinos Tzionis,0.22,,,,,0.7993000000000001,,,,,,,,0.2,0.5379,27.0,1.0,4.0,EEUU MLS,4.0,0.04,0.04,,,0.04,,,0.5455,0.81,0.0,0.0,1.11,0.04
Dominique Badji,0.36,,,,,0.7888,,,,,,,,0.4038,0.4014,25.0,3.0,4.0,EEUU MLS,4.0,0.0,0.0,,,0.04,,,0.5,1.12,0.0,0.08,0.6,0.08
Kevin Cabral,0.17,,,,,0.8108,,,,,,,,0.2143,0.436,35.0,1.0,4.0,EEUU MLS,4.0,0.03,0.0,,,0.23,,,0.434,1.03,0.0,0.09,0.83,0.26
